applicant_id,application_date,age,gender,education_level,employment_type,marital_status,family_size,number_of_dependents,location_type,monthly_income_inr,spouse_income_inr,monthly_expenses_inr,monthly_savings_inr,monthly_utility_bills_inr,property_value_inr,vehicle_value_inr,total_investments_inr,outstanding_loan_amount_inr,loan_amount_applied_inr,years_current_employment,banking_relationship_years,monthly_business_revenue_inr,daily_mobile_hours,monthly_digital_transactions,avg_transaction_amount_inr,social_media_accounts_count,mobile_app_usage_intensity_score,digital_payment_adoption_score,utility_payment_regularity_score,location_stability_score,mobile_banking_usage_score,payment_reliability_score,financial_health_score,stability_index,timeliness_score,repayment_ability_score,loan_type,interest_rate,probability_of_default,consent_status,city,risk_category
B9701,2025-04-24,28,Female,Graduate,Salaried,Married,2,0,Tier2,72681,0,31378,39886,12052,0,176669,766838,106745,1500000,26.6,10.0,0,7.2,56,988,7,74,81,95,120,95,87,95,75,93,90,auto loan,11.56,0.1459848721294629,Full Consent,Patan,Low Risk
E1588,2024-11-24,33,Female,Graduate,Salaried,Single,1,0,Tier2,76131,0,32525,42788,4052,0,0,0,58422,7308576,20.4,15.0,0,9.4,69,862,4,85,85,95,120,95,38,10,12,16,5,home loan,9.94,0.8302790385153931,Full Consent,Palanpur,Very High Risk
D4597,2024-06-17,42,Male,Post Graduate,Professional,Single,1,0,Tier2,60000,0,33605,23210,3439,1143960,0,240185,169713,2000000,21.8,24.0,0,4.8,47,3811,5,57,50,92,120,95,63,74,90,95,56,personal loan,16.38,0.22926996702241753,Full Consent,Morbi,Medium Risk
D7858,2024-10-01,47,Male,Post Graduate,Professional,Married,3,1,Tier1,116136,0,57746,54770,4539,4264882,688552,1334564,330985,5000000,31.5,0.5,0,5.3,38,7346,3,58,67,95,120,95,54,50,77,59,70,business loan,13.26,0.40490229038190884,Full Consent,Surendranagar,Medium Risk
B6067,2024-11-27,62,Female,Graduate,Business Owner,Married,3,1,Tier1,94768,0,44018,49033,17901,7079878,401739,2608194,138736,8000000,16.1,16.7,170139,1.2,29,2832,3,54,28,95,120,77,55,50,63,58,24,home loan,10.41,0.6748904275446778,Full Consent,Jamnagar,High Risk
D1131,2024-09-09,40,Female,Graduate,Professional,Married,3,1,Tier2,171741,0,60604,111066,13553,6444052,372928,2339275,546944,8000000,30.8,5.9,0,6.3,37,12052,2,74,73,95,120,95,69,88,83,88,75,home loan,10.62,0.33842501449301354,Full Consent,Bharuch,Medium Risk
B5996,2024-10-06,59,Female,Graduate,Professional,Married,5,3,Tier2,66267,0,28726,35976,10456,0,0,0,96719,1162577,21.3,30.9,0,4.7,11,16294,2,51,52,95,120,89,89,65,84,95,78,personal loan,18.17,0.10166546848510888,Full Consent,Palanpur,Low Risk
E1231,2024-07-04,51,Female,Graduate,Professional,Married,2,0,Tier2,100173,0,38149,59533,11900,4768280,209214,1207590,202204,8000000,12.3,32.9,0,2.3,12,21996,1,37,41,95,120,90,50,59,67,60,36,home loan,10.36,0.4920513584170336,Full Consent,Veraval,High Risk
B9215,2025-05-20,30,Female,Post Graduate,Professional,Married,5,3,Tier1,105733,76094,49573,52341,18905,0,0,519398,161571,2000000,29.6,12.0,0,11.1,51,3279,4,80,78,95,120,95,81,72,64,90,87,personal loan,17.34,0.11021733222315268,Full Consent,Rajkot,Low Risk
F4718,2025-07-15,31,Male,Graduate,Professional,Single,1,0,Tier2,89511,0,30875,57938,4594,2494444,419858,453174,138404,8000000,0.5,0.5,0,9.5,54,2366,7,74,84,95,100,95,10,23,5,5,5,home loan,10.46,0.92,Full Consent,Porbandar,Very High Risk
A8073,2024-09-25,45,Male,Post Graduate,Professional,Single,1,0,Tier2,109012,0,48249,60292,4037,4039039,382333,2471210,216752,8000000,19.0,9.1,0,6.5,29,9030,4,73,46,95,120,94,55,61,76,65,43,home loan,10.36,0.5799283387042419,Full Consent,Godhra,High Risk
B4409,2024-10-17,38,Female,Post Graduate,Salaried,Married,3,1,Metro,102868,28657,49759,49551,11148,4124143,684104,839914,264920,8000000,31.4,9.0,0,6.2,38,3786,3,42,45,95,120,95,55,48,75,57,33,home loan,9.4,0.5794514054269101,Full Consent,Surat,High Risk
C3506,2024-12-19,40,Female,Post Graduate,Professional,Married,4,2,Metro,60000,35438,18120,41294,14761,0,0,345426,80826,4320000,22.3,22.0,0,4.9,24,3341,4,43,64,95,120,95,58,24,40,51,23,business loan,13.29,0.5125061670464682,Full Consent,Gandhinagar,High Risk
A8535,2025-06-30,43,Male,Post Graduate,Salaried,Married,5,3,Tier2,61332,35339,28594,32037,16036,0,152670,707763,127422,1387117,22.5,25.0,0,3.3,45,2058,4,59,64,95,120,95,83,72,88,95,80,personal loan,17.44,0.01,Full Consent,Anand,Low Risk
A6836,2024-08-21,49,Male,Post Graduate,Salaried,Married,4,2,Tier2,134007,0,30990,99284,17943,7430157,804634,1307721,275332,1500000,22.9,12.4,0,3.1,42,5973,2,62,79,95,120,95,95,95,90,95,90,auto loan,10.98,0.05783304348188903,Full Consent,Anand,Low Risk
D9610,2025-03-29,36,Male,Post Graduate,Professional,Married,3,1,Tier2,60000,25622,18805,39748,14158,0,195872,570392,155575,518585,23.1,18.0,0,7.1,40,1202,3,46,60,95,120,95,88,85,69,95,84,personal loan,16.68,0.01,Full Consent,Morbi,Low Risk
C6223,2024-08-19,47,Male,Graduate,Professional,Married,3,1,Tier2,97539,0,51361,42932,8828,5584478,688584,1628393,142254,8000000,15.6,0.5,0,5.9,25,11208,3,67,78,95,120,95,35,28,50,20,28,home loan,9.8,0.7206965655753761,Full Consent,Navsari,Very High Risk
A6279,2024-12-14,28,Male,Professional,Business Owner,Single,1,0,Tier2,78568,0,36635,39646,4612,935908,0,0,207644,2000000,24.9,10.0,149281,8.9,79,2225,6,65,94,93,120,95,82,87,90,91,70,personal loan,18.81,0.09598550793473903,Full Consent,Patan,Low Risk
B9113,2025-04-22,46,Male,Professional,Salaried,Married,3,1,Tier1,60000,0,31339,25206,8040,0,256074,0,144246,3017740,19.9,28.0,0,4.6,41,3751,4,45,79,95,120,95,68,43,59,63,35,home loan,10.46,0.2230855695089382,Full Consent,Surendranagar,Medium Risk
B2048,2024-12-12,52,Female,Post Graduate,Salaried,Married,5,3,Tier2,111448,65448,61263,48054,11510,6154919,398879,1543674,212676,4621698,22.9,34.0,0,2.5,10,13377,1,37,41,95,120,94,75,84,90,95,81,home loan,9.65,0.08400487200589551,Full Consent,Patan,Low Risk
C1741,2025-07-10,62,Female,Professional,Salaried,Married,5,3,Metro,60796,14270,29990,30306,10138,0,68918,634181,66885,537031,28.1,11.6,0,4.6,10,11018,1,38,42,95,120,72,85,92,88,95,81,personal loan,18.05,0.09838935974166745,Full Consent,Gandhinagar,Low Risk
D7402,2025-03-08,51,Male,Graduate,Business Owner,Married,2,0,Tier2,118719,71860,58419,58935,6679,7505639,535982,2422638,258366,8000000,29.6,33.0,317646,3.1,14,15619,2,39,53,95,120,93,59,70,80,71,46,home loan,9.63,0.2377646984174681,Full Consent,Anand,Medium Risk
D5621,2024-08-30,39,Male,Professional,Business Owner,Single,1,0,Tier2,81355,0,28659,48951,3279,2839994,403607,1024084,221231,7810080,33.3,21.0,133370,3.0,35,2946,4,63,54,95,120,95,45,27,53,40,12,home loan,10.57,0.725334285882193,Full Consent,Junagadh,Very High Risk
C7588,2025-05-04,41,Female,Professional,Professional,Married,4,2,Tier2,90919,38747,38515,52083,1846,3923211,342312,1807833,236104,8000000,0.5,2.4,0,4.3,33,5157,5,46,75,95,119,89,10,25,11,5,5,home loan,9.46,0.8645224421781086,Full Consent,Veraval,Very High Risk
A3108,2024-07-14,49,Male,Professional,Salaried,Married,2,0,Metro,106312,62408,44069,61872,6275,3866481,386637,2180264,99493,8000000,19.1,28.8,0,6.7,38,2420,2,40,53,95,120,86,54,64,73,60,38,home loan,10.2,0.5222761026781698,Full Consent,Surat,High Risk
F8214,2025-05-24,47,Female,Graduate,Professional,Married,5,3,Tier2,90831,0,38509,50301,23825,4411667,497434,2461186,176222,8000000,0.5,29.0,0,3.9,37,5246,2,41,79,95,120,88,10,40,38,13,5,home loan,8.97,0.8731955430520238,Full Consent,Patan,Very High Risk
B1192,2025-06-05,28,Female,Post Graduate,Business Owner,Single,1,0,Tier2,108708,0,49855,57015,6059,2559637,407491,1095094,228916,2000000,12.5,10.0,236445,11.2,50,5659,5,93,85,93,120,95,74,95,90,95,90,personal loan,17.57,0.0531749939645301,Full Consent,Morbi,Low Risk
C3313,2025-07-13,47,Male,Graduate,Salaried,Married,5,3,Tier2,60000,29306,23814,32325,25135,1290154,172897,0,83082,2000000,27.3,16.8,0,6.5,25,5813,5,69,46,95,120,95,84,87,90,95,71,personal loan,16.78,0.18881156722189774,Full Consent,Mehsana,Medium Risk
F9770,2025-07-19,35,Female,Professional,Professional,Single,1,0,Tier1,60000,0,31895,24426,4543,0,64488,679327,105108,2000000,4.4,17.0,0,3.4,23,4642,5,45,64,95,120,95,51,66,55,93,51,personal loan,18.54,0.2517572390917352,Full Consent,Bhavnagar,Medium Risk
C5910,2025-04-28,44,Male,Graduate,Salaried,Single,1,0,Tier2,97380,0,35858,58552,2457,3975024,734080,2210038,359638,2449367,24.6,7.4,0,7.8,34,6144,2,60,50,95,120,95,88,95,90,95,90,home loan,9.53,0.05402563827430801,Full Consent,Valsad,Low Risk
B8887,2025-01-24,39,Female,Graduate,Salaried,Married,5,3,Metro,76953,17891,24251,49019,20185,0,357693,422545,187402,5000000,0.5,15.8,0,6.3,34,3950,4,47,79,95,120,89,24,29,7,24,7,business loan,13.98,0.7389266897984802,Full Consent,Surat,Very High Risk
D6094,2025-06-15,45,Male,Graduate,Professional,Married,3,1,Tier2,80655,49803,37796,40238,12327,4904789,420818,1276972,153441,7742880,22.5,27.0,0,4.6,24,6817,4,61,56,95,120,94,45,28,57,44,7,home loan,10.46,0.8143179286457786,Full Consent,Vapi,Very High Risk
E9923,2024-11-06,40,Male,Post Graduate,Salaried,Single,1,0,Tier2,115671,0,49782,64201,5386,2963066,778638,1977475,321919,8000000,0.5,0.5,0,3.1,27,11539,5,54,77,95,108,93,14,49,12,5,17,home loan,9.69,0.7921397699898981,Full Consent,Navsari,Very High Risk
B3100,2024-06-16,47,Female,Graduate,Salaried,Single,1,0,Tier1,60000,0,34930,22795,4641,0,0,0,190104,3059210,25.8,2.3,0,5.1,28,2523,4,59,75,88,120,95,49,20,41,44,33,home loan,9.75,0.5281512402975551,Full Consent,Bhavnagar,High Risk
E6040,2025-05-30,35,Female,Post Graduate,Salaried,Married,3,1,Tier2,63006,0,23502,36500,10963,0,260879,0,228331,6048576,21.0,17.0,0,7.7,25,2287,3,70,67,95,120,95,35,10,18,13,5,home loan,8.69,0.7095123587197276,Full Consent,Vapi,Very High Risk
B5724,2024-09-13,42,Male,Post Graduate,Salaried,Married,4,2,Tier2,72202,0,42348,29212,26920,0,0,0,167648,975912,8.4,23.6,0,3.5,30,5183,3,60,67,95,120,95,82,61,77,95,70,education loan,11.82,0.16740960639551955,Full Consent,Bharuch,Low Risk
C9079,2025-02-27,34,Male,Post Graduate,Salaried,Single,1,0,Tier2,60000,0,17163,42398,6174,1445058,248408,689336,148978,2000000,23.6,16.0,0,6.6,66,1614,5,68,77,95,120,95,76,82,84,95,73,personal loan,17.48,0.24110925611688083,Full Consent,Valsad,Medium Risk
A6790,2025-07-14,31,Female,Graduate,Professional,Married,3,1,Tier2,88132,66290,52619,32244,12628,3662346,221365,486517,186507,8000000,13.1,13.0,0,10.8,73,1460,6,75,73,95,120,95,36,29,43,41,5,home loan,9.54,0.9067452702556311,Full Consent,Porbandar,Very High Risk
E2628,2025-07-18,54,Female,Graduate,Professional,Married,5,3,Tier2,107424,59925,48814,57726,7686,4194869,265424,3542133,138681,5000000,33.2,33.4,0,1.5,25,4885,3,47,48,95,120,82,67,77,90,85,65,business loan,14.07,0.17181283438251974,Full Consent,Patan,Low Risk
D7494,2025-03-25,43,Male,Graduate,Professional,Married,3,1,Tier2,102795,22307,50815,50651,8605,4800339,474345,1597654,299777,2000000,31.7,20.0,0,6.7,31,6492,2,67,47,94,120,95,70,93,90,95,90,personal loan,16.21,0.01,Full Consent,Junagadh,Low Risk
E6950,2025-03-27,37,Male,Graduate,Business Owner,Married,3,1,Tier1,85432,48601,41344,41722,6450,2687878,265203,934918,164062,2000000,29.5,19.0,211929,6.0,25,7687,2,52,71,95,120,95,82,87,90,95,90,personal loan,16.99,0.04223505444747688,Full Consent,Rajkot,Low Risk
C6560,2025-03-03,35,Male,Post Graduate,Salaried,Married,3,1,Metro,76708,53114,38273,37900,9332,1224788,0,433632,134877,2000000,5.7,17.0,0,7.9,36,5016,4,44,46,95,120,95,64,95,85,95,72,personal loan,17.53,0.24900667321639824,Full Consent,Vadodara,Medium Risk
B3764,2025-03-12,43,Male,Post Graduate,Business Owner,Single,1,0,Metro,60000,0,24454,32412,2551,0,160602,0,126091,4320000,23.7,25.0,95914,5.8,31,3715,5,62,54,95,120,90,50,10,40,41,11,business loan,14.75,0.5554459290936062,Full Consent,Surat,High Risk
B6266,2024-11-08,28,Female,Professional,Professional,Single,1,0,Tier1,90594,0,25226,64168,3439,1203883,220888,629830,123166,1911196,12.4,10.0,0,6.4,50,2412,6,66,75,95,120,95,86,95,90,95,90,personal loan,17.71,0.01,Full Consent,Rajkot,Low Risk
F5899,2025-06-01,56,Male,Post Graduate,Professional,Married,2,0,Tier1,60000,0,16298,42442,9031,2099459,0,0,122100,1632044,0.5,21.1,0,2.9,10,11178,1,22,40,95,120,64,46,92,68,73,58,personal loan,17.78,0.08663983363446276,Full Consent,Jamnagar,Low Risk
A6219,2024-06-23,32,Male,Post Graduate,Professional,Married,4,2,Tier1,111867,65425,44426,63879,12461,4891960,858540,765556,333460,2000000,23.0,13.5,0,8.1,57,2310,5,83,78,95,120,95,89,95,90,95,90,education loan,12.35,0.01,Full Consent,Surendranagar,Low Risk
D3288,2025-06-26,39,Female,Graduate,Professional,Single,1,0,Metro,102216,0,61013,37281,6964,5149094,248759,1139474,286715,1500000,1.1,0.5,0,5.6,30,5789,4,64,46,86,109,95,37,83,62,55,76,auto loan,10.89,0.14877142232230714,Full Consent,Ahmedabad,Low Risk
A4128,2025-05-10,56,Female,Post Graduate,Business Owner,Married,2,0,Tier1,60000,0,20313,36758,12107,2168602,174062,0,188435,2000000,31.6,32.0,73993,4.8,10,8771,3,42,52,95,120,93,76,74,90,95,72,personal loan,18.24,0.08816843893087602,Full Consent,Jamnagar,Low Risk
F5170,2025-04-10,49,Male,Post Graduate,Business Owner,Single,1,0,Tier2,67449,0,36751,29423,6246,0,0,0,290257,4856328,22.6,2.3,173797,5.0,29,2050,2,71,61,85,120,95,30,10,30,21,5,business loan,14.33,0.92,Full Consent,Vapi,Very High Risk
F9578,2024-06-26,28,Female,Professional,Business Owner,Married,3,1,Tier2,115557,76553,52850,60499,2154,0,0,0,393953,2000000,12.4,10.0,322217,7.1,65,4555,6,85,91,95,120,95,75,63,49,85,76,education loan,12.26,0.12142030626590512,Full Consent,Patan,Low Risk
D1345,2025-03-20,31,Female,Graduate,Salaried,Married,4,2,Metro,116560,69088,48749,66501,18379,2671957,583942,564925,488065,2000000,0.5,0.5,0,11.0,73,1616,7,79,79,92,99,95,25,79,34,34,74,education loan,11.66,0.4143805393565515,Full Consent,Surat,Medium Risk
B5383,2025-05-06,28,Female,Graduate,Salaried,Single,1,0,Tier2,78678,0,27356,50634,1099,0,260428,522821,74487,248290,22.0,10.0,0,8.5,70,2604,6,80,88,95,120,95,93,91,70,94,82,credit card,29.73,0.01,Full Consent,Porbandar,Low Risk
E1672,2025-04-06,58,Male,Post Graduate,Professional,Single,1,0,Tier2,68154,0,26096,39347,3008,0,201475,0,254127,1360328,28.7,32.3,0,4.8,10,8482,3,23,44,95,120,77,86,72,81,95,83,auto loan,12.0,0.01,Full Consent,Mehsana,Low Risk
D7979,2024-08-26,38,Male,Professional,Salaried,Married,5,3,Tier2,60000,0,28959,28236,37880,0,161833,0,230940,725256,25.1,20.0,0,3.4,29,3377,2,74,63,90,120,95,78,59,53,95,64,personal loan,17.55,0.01,Full Consent,Vapi,Low Risk
F3961,2024-10-06,38,Male,Post Graduate,Business Owner,Single,1,0,Tier2,81690,0,34266,46824,1413,3561703,313634,1108439,229762,7842240,0.5,20.0,160238,7.7,27,2923,4,68,52,95,120,95,10,41,6,5,5,home loan,10.31,0.8975551843832134,Full Consent,Mehsana,Very High Risk
E7642,2024-08-14,28,Male,Professional,Professional,Married,3,1,Metro,72106,0,25978,45600,5109,0,144768,0,208523,853197,34.5,10.0,0,10.7,63,2558,5,84,74,95,120,95,75,69,58,92,70,personal loan,17.4,0.04535471653859195,Full Consent,Vadodara,Low Risk
B1876,2025-04-12,53,Male,Post Graduate,Professional,Single,1,0,Tier1,64573,0,32983,28461,7092,0,280297,0,159928,4649256,28.3,34.1,0,1.3,18,6435,3,50,44,91,120,92,45,10,38,38,5,business loan,14.02,0.6835544078334251,Full Consent,Rajkot,Very High Risk
F7098,2024-08-17,38,Male,Graduate,Salaried,Married,4,2,Tier2,103866,0,29981,71098,19214,3711816,284245,1372311,231402,2000000,27.3,20.0,0,4.5,25,5071,2,57,74,95,120,95,85,95,90,95,90,personal loan,17.83,0.13269379397944212,Full Consent,Junagadh,Low Risk
E9125,2024-07-08,59,Female,Post Graduate,Professional,Single,1,0,Tier2,114838,0,63870,47063,5281,5646060,658998,2589191,278127,8000000,22.1,36.0,0,3.7,11,23776,3,23,25,95,120,81,61,53,72,69,39,home loan,10.41,0.4504493937539255,Full Consent,Navsari,High Risk
B6656,2024-11-01,38,Female,Graduate,Salaried,Married,2,0,Tier1,66091,42001,24925,37541,15790,0,0,0,95282,798279,23.4,3.1,0,5.5,40,1479,5,44,61,95,120,95,75,45,59,86,78,education loan,11.78,0.04559371595758444,Full Consent,Jamnagar,Low Risk
C7559,2024-09-04,46,Male,Graduate,Salaried,Married,5,3,Metro,60000,23293,20202,36887,32984,1269691,160914,0,125176,3685694,33.5,14.8,0,7.6,37,3520,3,59,47,95,120,86,68,68,78,81,43,home loan,10.3,0.2898909624268259,Full Consent,Surat,Medium Risk
C5427,2024-10-02,38,Female,Graduate,Professional,Married,3,1,Tier2,112138,60616,41146,68621,18081,4634317,715845,1799822,383006,7741778,13.0,20.0,0,3.8,39,6225,2,54,52,95,120,95,58,65,65,68,44,home loan,10.05,0.42319507357497144,Full Consent,Patan,High Risk
D9436,2025-07-25,38,Male,Post Graduate,Salaried,Married,3,1,Metro,69652,0,28961,39849,4767,0,199222,241704,250975,4463412,18.6,10.8,0,4.9,34,2808,2,51,52,95,120,95,60,38,40,55,28,home loan,9.64,0.4866991604242174,Full Consent,Vadodara,High Risk
A8147,2025-05-01,36,Male,Graduate,Business Owner,Married,4,2,Tier1,60000,37780,30993,26647,14537,0,67743,244886,29538,4320000,28.6,18.0,129320,5.8,41,3718,4,52,64,95,120,95,52,19,42,53,6,business loan,14.2,0.6962151867924975,Full Consent,Rajkot,Very High Risk
C9349,2024-12-07,49,Male,Graduate,Professional,Married,4,2,Tier2,141775,0,51681,88483,22293,6686132,766209,1879318,281628,5000000,0.5,6.9,0,6.1,40,8830,5,45,53,95,120,79,40,77,76,60,66,business loan,14.6,0.2612565260554017,Full Consent,Bharuch,Medium Risk
F7794,2024-06-18,34,Female,Post Graduate,Salaried,Married,2,0,Tier1,155832,68099,76268,77673,7802,6471843,472095,816281,272331,2000000,8.4,1.4,0,7.8,65,6504,5,66,87,95,120,95,72,95,79,87,90,personal loan,17.34,0.2104779959112879,Full Consent,Bhavnagar,Medium Risk
E6526,2025-04-27,28,Male,Post Graduate,Business Owner,Married,5,3,Metro,87549,0,38493,45805,9029,0,0,848935,216996,1045915,32.5,2.9,106330,7.8,70,3513,6,85,81,92,120,95,67,65,72,81,86,personal loan,17.65,0.1859206459204999,Full Consent,Ahmedabad,Medium Risk
B7654,2025-04-11,37,Male,Graduate,Salaried,Married,4,2,Metro,110826,31960,54412,53496,4622,5591539,692953,709626,177821,1500000,25.7,19.0,0,6.5,37,7795,2,49,57,95,120,95,84,95,90,95,90,auto loan,11.26,0.04817093445846898,Full Consent,Gandhinagar,Low Risk
A7672,2025-07-24,32,Male,Post Graduate,Salaried,Married,2,0,Tier1,60000,37492,24235,35137,14655,884013,0,0,188913,2000000,21.7,14.0,0,7.0,57,2600,6,93,81,94,120,95,72,76,89,95,64,personal loan,17.61,0.11741327595879725,Full Consent,Jamnagar,Low Risk
C5966,2024-12-21,36,Female,Graduate,Salaried,Married,3,1,Tier2,106023,0,61636,40883,17910,5216229,676159,1284269,328249,8000000,0.5,16.3,0,7.2,32,10452,5,55,52,95,120,95,14,49,33,18,6,home loan,9.88,0.8846021006130413,Full Consent,Bharuch,Very High Risk
A7410,2025-02-24,28,Female,Post Graduate,Salaried,Married,5,3,Tier2,136140,49310,43709,91104,22899,0,0,0,509820,2000000,25.0,10.0,0,10.5,44,6760,6,84,93,95,120,95,84,76,49,82,84,personal loan,17.91,0.10141754192424562,Full Consent,Nadiad,Low Risk
E3455,2025-05-06,35,Male,Professional,Salaried,Married,4,2,Tier1,95920,28623,50541,44539,8277,2579393,260373,1110535,199612,8000000,24.0,0.5,0,5.0,36,4350,2,74,72,95,120,95,28,24,43,12,26,home loan,10.27,0.8356749703990362,Full Consent,Surendranagar,Very High Risk
D5105,2024-11-20,49,Female,Graduate,Professional,Married,5,3,Tier2,131604,56809,42730,88667,16259,8757973,942850,2167466,319640,8000000,13.3,2.6,0,7.9,27,9884,4,71,45,95,120,95,61,61,69,66,59,home loan,10.06,0.35287762997312144,Full Consent,Junagadh,Medium Risk
B8456,2025-04-08,60,Female,Graduate,Salaried,Married,2,0,Tier2,60000,0,21887,35160,5967,0,0,410771,180431,775536,29.7,32.9,0,3.0,10,15803,3,23,58,95,120,88,93,89,90,95,88,gold loan,12.02,0.06567866604885003,Full Consent,Veraval,Low Risk
B2508,2024-12-16,60,Male,Post Graduate,Salaried,Married,3,1,Tier2,120010,67469,68126,50121,11903,8795120,634990,2157277,327623,8000000,24.9,2.2,0,2.5,21,10963,2,54,57,95,120,75,42,42,62,51,42,home loan,10.32,0.6157337342446703,Full Consent,Patan,High Risk
C4631,2024-08-22,43,Male,Professional,Salaried,Married,4,2,Tier2,125074,92617,69781,52337,8154,5255658,666650,1955434,359724,2000000,29.1,25.0,0,5.0,20,11913,4,59,72,95,120,95,79,93,90,95,85,personal loan,18.34,0.09605596716430316,Full Consent,Veraval,Low Risk
A9395,2024-06-17,42,Female,Graduate,Professional,Married,2,0,Tier2,80263,62208,39726,36742,12929,4118219,271469,1619565,208764,1082805,33.6,1.0,0,7.6,15,7459,3,44,58,95,120,95,75,86,90,90,90,auto loan,11.72,0.05866916647103666,Full Consent,Veraval,Low Risk
A9458,2024-07-26,40,Female,Post Graduate,Professional,Married,3,1,Tier2,72651,47934,24130,44735,8327,0,336134,305200,164357,1761749,33.0,5.8,0,6.8,29,5738,2,59,73,94,120,95,75,65,65,91,76,personal loan,17.62,0.08522615392133946,Full Consent,Bharuch,Low Risk
D7785,2024-06-30,41,Male,Post Graduate,Professional,Married,2,0,Tier2,60000,30829,20739,35670,3245,1843070,145204,0,165746,5760000,27.3,23.0,0,4.5,29,1433,5,70,69,95,120,95,39,36,61,43,5,home loan,9.99,0.7594812811911704,Full Consent,Palanpur,Very High Risk
A7736,2024-09-08,28,Female,Graduate,Professional,Married,5,3,Tier2,104614,30143,58803,44914,27057,0,0,573026,188229,1500000,22.7,10.0,0,8.0,48,4311,6,77,76,95,120,95,84,94,82,89,84,auto loan,11.32,0.07501349108982554,Full Consent,Mehsana,Low Risk
C4996,2025-02-25,61,Male,Post Graduate,Professional,Married,5,3,Metro,80085,19719,42649,35039,26133,6177362,565496,2389716,129583,5000000,31.6,10.1,0,2.7,10,22643,1,42,56,95,120,89,58,54,89,72,36,business loan,14.07,0.39530195409120406,Full Consent,Vadodara,Medium Risk
A5566,2024-11-05,65,Female,Professional,Salaried,Married,2,0,Metro,107860,41692,35692,69824,6090,5619470,489008,1953523,89826,5000000,1.4,26.6,0,1.6,14,17915,3,53,37,95,120,64,44,75,64,64,55,business loan,13.9,0.2954204877116049,Full Consent,Surat,Medium Risk
E7845,2024-08-13,29,Male,Post Graduate,Professional,Single,1,0,Tier1,97797,0,37694,58922,2459,0,488515,0,362447,1786303,21.2,11.0,0,10.6,64,2693,7,89,89,95,120,95,79,62,63,83,84,education loan,11.96,0.13603650793183794,Full Consent,Bhavnagar,Low Risk
B1081,2024-12-06,28,Female,Post Graduate,Professional,Married,3,1,Tier2,104392,0,33381,70611,10530,2319771,129856,0,282833,1500000,0.5,10.0,0,7.7,60,4279,5,65,88,95,120,95,61,95,53,69,82,auto loan,11.52,0.01,Full Consent,Vapi,Low Risk
A9871,2024-12-15,45,Female,Graduate,Professional,Married,5,3,Tier2,60000,15943,27561,31687,20855,1211135,193754,247503,138633,2000000,3.8,6.6,0,5.1,26,6287,5,73,46,95,120,95,43,67,90,89,56,personal loan,17.58,0.2204667898962248,Full Consent,Anand,Medium Risk
